transaction_id,transaction_date,amount,currency,transaction_type,account_number,account_type,transaction_category,merchant_name,credit_card_number
938,1/31/2024,198664.71,PHP,sale,9436146061,savings,expense,Gigashots,4508459827593507
939,8/31/2022,515612.6,IDR,transfer,2905740473,savings,income,Brainbox,3535423597615949
940,3/15/2020,579183.77,,transfer,1107468998,savings,expense,Kayveo,58937134648823071
941,11/25/2022,245501.81,CNY,purchase,9649463347,savings,expense,Jayo,589387709418095288
942,10/8/2021,513787.39,CNY,purchase,3251311856,checking,expense,Rhynyx,670698554575581676
943,10/5/2023,264267.1,MYR,transfer,6395096069,,investment,,5020571272095507932
944,7/25/2020,290319.19,PHP,sale,9410821946,checking,expense,Feedspan,3548297579173811
945,1/26/2024,686243.96,TJS,sale,2544671924,,investment,Brainverse,3555711117189048
946,11/24/2021,720285.87,IDR,purchase,6341714167,savings,income,Riffpedia,6370349721905941
947,9/25/2019,478176.3,GTQ,transfer,9987751339,,expense,Teklist,3581016199383115
948,10/4/2019,787794.32,EUR,sale,9210410743,savings,income,Wordtune,378661484527588
949,4/23/2020,939305.13,RUB,sale,6782659784,savings,income,Skimia,4405461454264166
950,8/31/2021,703264.0,CNY,purchase,1749305342,investment,investment,Eimbee,50207845651160651
951,11/16/2021,974631.44,COP,transfer,2775855206,investment,income,Zooveo,3534069360394807
952,11/24/2019,458709.85,RUB,sale,3627205123,savings,expense,Fivespan,4508220672185140
953,10/1/2019,867305.98,KWD,transfer,8134308323,savings,income,Avavee,675978649837213637
954,8/28/2021,417473.89,CNY,transfer,1040207757,investment,expense,Jabbertype,201816535264796
955,11/26/2020,352908.52,MNT,transfer,6435888136,checking,expense,Quaxo,676361883847481743
956,12/27/2022,391237.99,EUR,purchase,9190604564,investment,expense,Devify,5100139198074316
957,7/24/2019,887881.55,RUB,sale,2488689131,investment,expense,Kanoodle,30211537859370
958,3/28/2022,111349.11,CNY,transfer,5777062176,checking,expense,Fivebridge,3528287693013591
959,11/4/2020,827378.57,CNY,purchase,4295435011,checking,investment,Dynava,4026517839752834
960,11/9/2020,264931.71,XOF,transfer,5913472531,investment,expense,,3544016812227968
961,9/27/2020,252440.56,JPY,sale,5800824689,checking,investment,Realpoint,3567714089905066
962,11/14/2019,507552.94,MXN,sale,9619555320,savings,investment,Edgetag,4026445220028574
963,11/29/2022,849313.98,CNY,purchase,2456567153,investment,expense,Gigaclub,4017955943329
964,7/3/2020,910390.52,IDR,sale,2101176308,savings,expense,,3576378664420815
965,11/1/2023,297198.1,PLN,purchase,9022643719,savings,expense,Centidel,3540966832415742
966,5/9/2021,958632.3,ARS,transfer,6219354746,savings,income,Topdrive,5602247306082916
967,3/23/2023,705919.83,JPY,sale,5066947059,savings,expense,Mynte,5230197412785516
968,8/22/2021,379375.11,XOF,purchase,3326814777,checking,income,Fivespan,5602236774561345
969,8/6/2020,201793.92,PLN,sale,9049736007,investment,income,Yakitri,30516348443275
970,10/3/2019,225867.27,XOF,purchase,5891579081,investment,income,Browsedrive,5428663679580470
971,11/25/2019,527821.85,MGA,sale,1514596067,investment,expense,Quamba,630497308142573923
972,5/28/2019,496844.2,RUB,sale,7799408468,checking,income,Twitterbeat,5494620714087050
973,4/5/2023,776794.0,PHP,purchase,1900844968,investment,investment,Jabberbean,3584608823611528
974,6/17/2022,616519.47,NOK,transfer,2518719708,,investment,Brainsphere,3586001224094908
975,8/31/2023,429314.66,IDR,transfer,3454348120,checking,investment,Cogibox,30425576627890
976,12/22/2022,59496.51,EUR,sale,5215200828,checking,investment,Plambee,5002354978044590
977,10/6/2023,480717.31,UAH,sale,8793839987,checking,expense,Voomm,6304564425577017
978,6/5/2019,313315.1,USD,sale,5512543608,checking,investment,Feedfire,3534573627314169
979,3/27/2023,727973.66,ARS,sale,9130090282,savings,income,Flashset,56105175507102644
980,2/27/2023,37741.04,IDR,sale,3919746270,investment,expense,Brightdog,670663095202915151
981,6/24/2020,721709.26,IQD,sale,6608714808,checking,investment,,3568890802851396
982,10/30/2019,722968.81,BRL,purchase,5690408937,savings,income,Reallinks,5602259491701564
983,2/13/2021,580812.81,UAH,transfer,8679875663,investment,investment,Eadel,503877164362014687
984,10/15/2019,917515.43,CZK,transfer,1509237565,checking,investment,Zoonoodle,6391346147058581
985,7/7/2021,900920.15,RUB,sale,5993101012,savings,income,Livefish,4175005295847214
986,12/30/2022,14255.47,SYP,purchase,3819035910,investment,investment,Cogibox,5002358950850957
987,7/9/2020,350497.55,,transfer,3630442176,savings,investment,Mydeo,5602228502670316
988,8/1/2020,566458.38,UAH,purchase,3623073938,savings,investment,Izio,3557623927861351
989,6/14/2020,116585.76,CNY,sale,9181247660,savings,income,Lajo,5038537742982605622
990,4/11/2019,735302.17,IDR,transfer,1657847645,savings,income,Voolia,3533231745416454
991,8/26/2019,117912.72,GTQ,transfer,8890741524,checking,expense,Flipstorm,3535800198999048
992,5/27/2022,419359.34,TZS,sale,6508099881,investment,investment,Aivee,4175007738802277
993,7/1/2019,793055.67,EUR,purchase,3024868687,investment,expense,Linktype,3559513722161206
994,10/3/2022,650811.95,DKK,transfer,9194404373,savings,investment,Aimbo,3535586911793939
995,9/10/2022,924314.66,CNY,transfer,3609233754,savings,investment,Yambee,4844945553641133
996,8/25/2019,914137.44,RUB,transfer,5474512580,investment,investment,Skipstorm,3535120045345463
997,10/5/2019,969727.94,YER,transfer,1592965668,investment,income,Tekfly,5602257222740190
998,2/11/2020,518682.43,CNY,sale,7713560943,checking,expense,Quimba,5048376722132765
999,8/12/2021,796274.76,CNY,transfer,4740023192,investment,expense,Twitterbridge,3571179976929153
1000,7/18/2021,562864.49,,purchase,6284201056,savings,income,Oloo,5602211947594804481
